ID,Stagione,Giornata,Data,CASA,TRAS,GC,GT
19909125GENFIO,1990-91,25,17/03/1991,GENOA,FIORENTINA,3.0,2.0
19909125JUVBOL,1990-91,25,17/03/1991,JUVENTUS,BOLOGNA,1.0,1.0
19909125LAZCAG,1990-91,25,17/03/1991,LAZIO,CAGLIARI,1.0,1.0
19909125LECTOR,1990-91,25,17/03/1991,LECCE,TORINO,1.0,1.0
19909125MILATA,1990-91,25,17/03/1991,MILAN,ATALANTA,0.0,1.0
19909125NAPBAR,1990-91,25,17/03/1991,NAPOLI,BARI,1.0,0.0
19909125PARINT,1990-91,25,17/03/1991,PARMA,INTER,0.0,0.0
19909125PISSAM,1990-91,25,17/03/1991,PISA,SAMPDORIA,0.0,3.0
19909126ATALAZ,1990-91,26,24/03/1991,ATALANTA,LAZIO,4.0,1.0
19909126BARBOL,1990-91,26,24/03/1991,BARI,BOLOGNA,4.0,0.0
19909126CESLEC,1990-91,26,24/03/1991,CESENA,LECCE,3.0,1.0
19909126FIOCAG,1990-91,26,24/03/1991,FIORENTINA,CAGLIARI,4.0,1.0
19909126INTMIL,1990-91,26,24/03/1991,INTER,MILAN,0.0,1.0
19909126PARPIS,1990-91,26,24/03/1991,PARMA,PISA,2.0,3.0
19909126ROMJUV,1990-91,26,24/03/1991,ROMA,JUVENTUS,0.0,1.0
19909126SAMNAP,1990-91,26,24/03/1991,SAMPDORIA,NAPOLI,4.0,1.0
19909126TORGEN,1990-91,26,24/03/1991,TORINO,GENOA,5.0,2.0
19909127BOLROM,1990-91,27,30/03/1991,BOLOGNA,ROMA,2.0,3.0
19909127CAGPAR,1990-91,27,30/03/1991,CAGLIARI,PARMA,2.0,1.0
19909127GENSAM,1990-91,27,30/03/1991,GENOA,SAMPDORIA,0.0,0.0
19909127JUVBAR,1990-91,27,30/03/1991,JUVENTUS,BARI,3.0,1.0
19909127LAZCES,1990-91,27,30/03/1991,LAZIO,CESENA,1.0,1.0
19909127LECFIO,1990-91,27,30/03/1991,LECCE,FIORENTINA,2.0,0.0
19909127MILTOR,1990-91,27,30/03/1991,MILAN,TORINO,1.0,0.0
19909127NAPINT,1990-91,27,30/03/1991,NAPOLI,INTER,1.0,1.0
19909127PISATA,1990-91,27,30/03/1991,PISA,ATALANTA,0.0,2.0
19909128ATABOL,1990-91,28,07/04/1991,ATALANTA,BOLOGNA,4.0,0.0
19909128CESPIS,1990-91,28,07/04/1991,CESENA,PISA,1.0,1.0
19909128FIOJUV,1990-91,28,06/04/1991,FIORENTINA,JUVENTUS,1.0,0.0
19909128INTBAR,1990-91,28,06/04/1991,INTER,BARI,5.0,1.0
19909128LECMIL,1990-91,28,07/04/1991,LECCE,MILAN,0.0,3.0
19909128PARGEN,1990-91,28,07/04/1991,PARMA,GENOA,2.0,1.0
19909128ROMLAZ,1990-91,28,06/04/1991,ROMA,LAZIO,1.0,1.0
19909128SAMCAG,1990-91,28,07/04/1991,SAMPDORIA,CAGLIARI,2.0,2.0
19909128TORNAP,1990-91,28,07/04/1991,TORINO,NAPOLI,1.0,1.0
19909129BARFIO,1990-91,29,14/04/1991,BARI,FIORENTINA,0.0,0.0
19909129BOLPAR,1990-91,29,14/04/1991,BOLOGNA,PARMA,1.0,3.0
19909129CAGLEC,1990-91,29,14/04/1991,CAGLIARI,LECCE,2.0,0.0
19909129GENLAZ,1990-91,29,14/04/1991,GENOA,LAZIO,3.0,1.0
19909129INTCES,1990-91,29,14/04/1991,INTER,CESENA,2.0,0.0
19909129JUVTOR,1990-91,29,14/04/1991,JUVENTUS,TORINO,1.0,2.0
19909129NAPATA,1990-91,29,14/04/1991,NAPOLI,ATALANTA,2.0,0.0
19909129PISMIL,1990-91,29,14/04/1991,PISA,MILAN,0.0,1.0
19909129ROMSAM,1990-91,29,14/04/1991,ROMA,SAMPDORIA,0.0,1.0
19909130ATAPAR,1990-91,30,21/04/1991,ATALANTA,PARMA,0.0,0.0
19909130CAGJUV,1990-91,30,21/04/1991,CAGLIARI,JUVENTUS,0.0,0.0
19909130CESGEN,1990-91,30,21/04/1991,CESENA,GENOA,1.0,1.0
19909130FIOINT,1990-91,30,21/04/1991,FIORENTINA,INTER,0.0,0.0
19909130LAZNAP,1990-91,30,21/04/1991,LAZIO,NAPOLI,0.0,2.0
19909130LECBOL,1990-91,30,21/04/1991,LECCE,BOLOGNA,1.0,3.0
19909130MILROM,1990-91,30,20/04/1991,MILAN,ROMA,1.0,1.0
19909130SAMBAR,1990-91,30,21/04/1991,SAMPDORIA,BARI,3.0,2.0
19909130TORPIS,1990-91,30,21/04/1991,TORINO,PISA,1.0,0.0
19909131BARLEC,1990-91,31,05/05/1991,BARI,LECCE,1.0,1.0
19909131BOLFIO,1990-91,31,05/05/1991,BOLOGNA,FIORENTINA,1.0,1.0
19909131GENCAG,1990-91,31,05/05/1991,GENOA,CAGLIARI,2.0,2.0
19909131INTSAM,1990-91,31,05/05/1991,INTER,SAMPDORIA,0.0,2.0
19909131JUVMIL,1990-91,31,05/05/1991,JUVENTUS,MILAN,0.0,3.0
19909131NAPCES,1990-91,31,05/05/1991,NAPOLI,CESENA,1.0,0.0
19909131PARTOR,1990-91,31,05/05/1991,PARMA,TORINO,0.0,0.0
19909131PISLAZ,1990-91,31,05/05/1991,PISA,LAZIO,0.0,1.0
19909131ROMATA,1990-91,31,04/05/1991,ROMA,ATALANTA,2.0,1.0
19909132CAGROM,1990-91,32,12/05/1991,CAGLIARI,ROMA,0.0,0.0
19909132CESATA,1990-91,32,12/05/1991,CESENA,ATALANTA,0.0,1.0
19909132GENINT,1990-91,32,12/05/1991,GENOA,INTER,3.0,0.0
19909132LAZFIO,1990-91,32,12/05/1991,LAZIO,FIORENTINA,2.0,1.0
19909132LECPAR,1990-91,32,12/05/1991,LECCE,PARMA,1.0,0.0
19909132MILBOL,1990-91,32,12/05/1991,MILAN,BOLOGNA,6.0,0.0
19909132NAPJUV,1990-91,32,12/05/1991,NAPOLI,JUVENTUS,1.0,1.0
19909132PISBAR,1990-91,32,12/05/1991,PISA,BARI,1.0,0.0
19909132TORSAM,1990-91,32,12/05/1991,TORINO,SAMPDORIA,1.0,1.0
19909133ATAGEN,1990-91,33,19/05/1991,ATALANTA,GENOA,0.0,0.0
19909133BARMIL,1990-91,33,19/05/1991,BARI,MILAN,2.0,1.0
19909133BOLCAG,1990-91,33,19/05/1991,BOLOGNA,CAGLIARI,1.0,2.0
19909133FIOTOR,1990-91,33,19/05/1991,FIORENTINA,TORINO,0.0,0.0
19909133INTLAZ,1990-91,33,19/05/1991,INTER,LAZIO,2.0,0.0
19909133JUVPIS,1990-91,33,19/05/1991,JUVENTUS,PISA,4.0,2.0
19909133PARCES,1990-91,33,19/05/1991,PARMA,CESENA,2.0,0.0
19909133ROMNAP,1990-91,33,19/05/1991,ROMA,NAPOLI,1.0,1.0
19909133SAMLEC,1990-91,33,19/05/1991,SAMPDORIA,LECCE,3.0,0.0
19909134CAGBAR,1990-91,34,26/05/1991,CAGLIARI,BARI,1.0,1.0
19909134CESFIO,1990-91,34,26/05/1991,CESENA,FIORENTINA,0.0,4.0
19909134GENJUV,1990-91,34,26/05/1991,GENOA,JUVENTUS,2.0,0.0
19909134LAZSAM,1990-91,34,26/05/1991,LAZIO,SAMPDORIA,3.0,3.0
19909134LECINT,1990-91,34,26/05/1991,LECCE,INTER,0.0,2.0
19909134MILPAR,1990-91,34,26/05/1991,MILAN,PARMA,0.0,0.0
19909134NAPBOL,1990-91,34,26/05/1991,NAPOLI,BOLOGNA,3.0,2.0
19909134PISROM,1990-91,34,26/05/1991,PISA,ROMA,0.0,1.0
19909134TORATA,1990-91,34,26/05/1991,TORINO,ATALANTA,0.0,0.0
19919201ASCMIL,1991-92,1,01/09/1991,ASCOLI,MILAN,0.0,1.0
19919201BARTOR,1991-92,1,01/09/1991,BARI,TORINO,1.0,1.0
19919201CAGSAM,1991-92,1,01/09/1991,CAGLIARI,SAMPDORIA,3.0,2.0
19919201GENCRE,1991-92,1,01/09/1991,GENOA,CREMONESE,2.0,0.0
19919201INTFOG,1991-92,1,01/09/1991,INTER,FOGGIA,1.0,1.0
19919201JUVFIO,1991-92,1,01/09/1991,JUVENTUS,FIORENTINA,1.0,0.0
19919201LAZPAR,1991-92,1,01/09/1991,LAZIO,PARMA,1.0,1.0
19919201NAPATA,1991-92,1,01/09/1991,NAPOLI,ATALANTA,1.0,0.0
19919201VERROM,1991-92,1,01/09/1991,VERONA,ROMA,0.0,1.0
19919202ATAASC,1991-92,2,08/09/1991,ATALANTA,ASCOLI,1.0,1.0
19919202CRENAP,1991-92,2,08/09/1991,CREMONESE,NAPOLI,0.0,0.0
19919202FIOGEN,1991-92,2,08/09/1991,FIORENTINA,GENOA,3.0,1.0
19919202FOGJUV,1991-92,2,08/09/1991,FOGGIA,JUVENTUS,0.0,1.0
19919202MILCAG,1991-92,2,08/09/1991,MILAN,CAGLIARI,1.0,0.0
19919202PARBAR,1991-92,2,08/09/1991,PARMA,BARI,1.0,0.0
19919202ROMINT,1991-92,2,08/09/1991,ROMA,INTER,0.0,1.0
19919202SAMVER,1991-92,2,08/09/1991,SAMPDORIA,VERONA,2.0,0.0
19919202TORLAZ,1991-92,2,08/09/1991,TORINO,LAZIO,0.0,1.0
19919203BARSAM,1991-92,3,15/09/1991,BARI,SAMPDORIA,1.0,1.0
19919203CAGROM,1991-92,3,15/09/1991,CAGLIARI,ROMA,0.0,1.0
19919203CRETOR,1991-92,3,15/09/1991,CREMONESE,TORINO,0.0,2.0
19919203FIOFOG,1991-92,3,15/09/1991,FIORENTINA,FOGGIA,1.0,2.0
19919203GENASC,1991-92,3,15/09/1991,GENOA,ASCOLI,1.0,0.0
19919203INTVER,1991-92,3,15/09/1991,INTER,VERONA,2.0,0.0
19919203JUVMIL,1991-92,3,15/09/1991,JUVENTUS,MILAN,1.0,1.0
19919203LAZATA,1991-92,3,15/09/1991,LAZIO,ATALANTA,1.0,1.0
19919203NAPPAR,1991-92,3,15/09/1991,NAPOLI,PARMA,2.0,2.0
19919204ASCLAZ,1991-92,4,22/09/1991,ASCOLI,LAZIO,1.0,4.0
19919204ATAJUV,1991-92,4,22/09/1991,ATALANTA,JUVENTUS,0.0,0.0
19919204FOGCAG,1991-92,4,22/09/1991,FOGGIA,CAGLIARI,3.0,1.0
19919204MILFIO,1991-92,4,22/09/1991,MILAN,FIORENTINA,1.0,1.0
19919204PARCRE,1991-92,4,22/09/1991,PARMA,CREMONESE,1.0,1.0
19919204ROMGEN,1991-92,4,22/09/1991,ROMA,GENOA,0.0,0.0
19919204SAMINT,1991-92,4,22/09/1991,SAMPDORIA,INTER,4.0,0.0
19919204TORNAP,1991-92,4,22/09/1991,TORINO,NAPOLI,0.0,0.0
19919204VERBAR,1991-92,4,22/09/1991,VERONA,BARI,2.0,1.0
19919205CAGTOR,1991-92,5,29/09/1991,CAGLIARI,TORINO,0.0,1.0
19919205CREATA,1991-92,5,29/09/1991,CREMONESE,ATALANTA,1.0,2.0
19919205FIOROM,1991-92,5,29/09/1991,FIORENTINA,ROMA,0.0,1.0
19919205FOGPAR,1991-92,5,29/09/1991,FOGGIA,PARMA,1.0,1.0
19919205JUVBAR,1991-92,5,29/09/1991,JUVENTUS,BARI,2.0,0.0
19919205LAZINT,1991-92,5,29/09/1991,LAZIO,INTER,0.0,1.0
19919205MILGEN,1991-92,5,20/11/1991,MILAN,GENOA,1.0,1.0
19919205NAPVER,1991-92,5,29/09/1991,NAPOLI,VERONA,3.0,1.0
19919205SAMASC,1991-92,5,29/09/1991,SAMPDORIA,ASCOLI,4.0,0.0
19919206ASCNAP,1991-92,6,06/10/1991,ASCOLI,NAPOLI,1.0,4.0
19919206ATAMIL,1991-92,6,06/10/1991,ATALANTA,MILAN,0.0,2.0
19919206BARCRE,1991-92,6,06/10/1991,BARI,CREMONESE,0.0,0.0
19919206GENJUV,1991-92,6,06/10/1991,GENOA,JUVENTUS,2.0,1.0
19919206INTFIO,1991-92,6,06/10/1991,INTER,FIORENTINA,1.0,1.0
19919206PARSAM,1991-92,6,06/10/1991,PARMA,SAMPDORIA,2.0,1.0
19919206ROMLAZ,1991-92,6,06/10/1991,ROMA,LAZIO,1.0,1.0
19919206TORFOG,1991-92,6,06/10/1991,TORINO,FOGGIA,3.0,1.0
19919206VERCAG,1991-92,6,06/10/1991,VERONA,CAGLIARI,2.0,0.0
19919207CAGINT,1991-92,7,20/10/1991,CAGLIARI,INTER,1.0,1.0
19919207CREVER,1991-92,7,20/10/1991,CREMONESE,VERONA,3.0,0.0
19919207FIOBAR,1991-92,7,20/10/1991,FIORENTINA,BARI,2.0,0.0
19919207FOGASC,1991-92,7,20/10/1991,FOGGIA,ASCOLI,1.0,0.0
19919207LAZGEN,1991-92,7,20/10/1991,LAZIO,GENOA,1.0,1.0
19919207MILPAR,1991-92,7,20/10/1991,MILAN,PARMA,2.0,0.0
19919207NAPJUV,1991-92,7,20/10/1991,NAPOLI,JUVENTUS,0.0,1.0
19919207SAMATA,1991-92,7,20/10/1991,SAMPDORIA,ATALANTA,0.0,2.0
19919207TORROM,1991-92,7,20/10/1991,TORINO,ROMA,1.0,1.0
19919208ASCFIO,1991-92,8,27/10/1991,ASCOLI,FIORENTINA,0.0,0.0
19919208ATACAG,1991-92,8,27/10/1991,ATALANTA,CAGLIARI,0.0,1.0
19919208BARMIL,1991-92,8,27/10/1991,BARI,MILAN,0.0,1.0
19919208GENSAM,1991-92,8,27/10/1991,GENOA,SAMPDORIA,0.0,0.0
19919208INTNAP,1991-92,8,27/10/1991,INTER,NAPOLI,0.0,0.0
19919208JUVCRE,1991-92,8,27/10/1991,JUVENTUS,CREMONESE,2.0,0.0
19919208PARTOR,1991-92,8,27/10/1991,PARMA,TORINO,0.0,0.0
19919208ROMFOG,1991-92,8,27/10/1991,ROMA,FOGGIA,1.0,1.0
19919208VERLAZ,1991-92,8,27/10/1991,VERONA,LAZIO,0.0,2.0
19919209ASCCRE,1991-92,9,03/11/1991,ASCOLI,CREMONESE,1.0,0.0
19919209FIOCAG,1991-92,9,03/11/1991,FIORENTINA,CAGLIARI,1.0,0.0
19919209FOGBAR,1991-92,9,03/11/1991,FOGGIA,BARI,4.0,1.0
19919209GENATA,1991-92,9,03/11/1991,GENOA,ATALANTA,0.0,2.0
19919209LAZJUV,1991-92,9,03/11/1991,LAZIO,JUVENTUS,1.0,1.0
19919209MILROM,1991-92,9,03/11/1991,MILAN,ROMA,4.0,1.0
19919209NAPSAM,1991-92,9,03/11/1991,NAPOLI,SAMPDORIA,2.0,1.0
19919209PARVER,1991-92,9,03/11/1991,PARMA,VERONA,1.0,1.0
19919209TORINT,1991-92,9,03/11/1991,TORINO,INTER,0.0,0.0
19919210ATAFIO,1991-92,10,17/11/1991,ATALANTA,FIORENTINA,1.0,0.0
19919210BARLAZ,1991-92,10,17/11/1991,BARI,LAZIO,1.0,2.0
19919210CAGPAR,1991-92,10,17/11/1991,CAGLIARI,PARMA,0.0,0.0
19919210CREFOG,1991-92,10,17/11/1991,CREMONESE,FOGGIA,0.0,2.0
19919210INTASC,1991-92,10,17/11/1991,INTER,ASCOLI,2.0,1.0
19919210JUVTOR,1991-92,10,17/11/1991,JUVENTUS,TORINO,1.0,0.0
19919210ROMNAP,1991-92,10,17/11/1991,ROMA,NAPOLI,1.0,1.0
19919210SAMMIL,1991-92,10,17/11/1991,SAMPDORIA,MILAN,0.0,2.0
19919210VERGEN,1991-92,10,17/11/1991,VERONA,GENOA,2.0,1.0
19919211ASCJUV,1991-92,11,24/11/1991,ASCOLI,JUVENTUS,0.0,2.0
19919211FIOLAZ,1991-92,11,24/11/1991,FIORENTINA,LAZIO,1.0,1.0
19919211FOGATA,1991-92,11,24/11/1991,FOGGIA,ATALANTA,2.0,3.0
19919211GENCAG,1991-92,11,24/11/1991,GENOA,CAGLIARI,2.0,2.0
19919211MILCRE,1991-92,11,24/11/1991,MILAN,CREMONESE,3.0,1.0
19919211NAPBAR,1991-92,11,24/11/1991,NAPOLI,BARI,1.0,0.0
19919211PARINT,1991-92,11,24/11/1991,PARMA,INTER,1.0,1.0
19919211ROMSAM,1991-92,11,24/11/1991,ROMA,SAMPDORIA,2.0,0.0
19919211TORVER,1991-92,11,24/11/1991,TORINO,VERONA,0.0,0.0
19919212ATAPAR,1991-92,12,01/12/1991,ATALANTA,PARMA,0.0,1.0
19919212BARGEN,1991-92,12,01/12/1991,BARI,GENOA,1.0,2.0
19919212CAGASC,1991-92,12,01/12/1991,CAGLIARI,ASCOLI,2.0,0.0
19919212CREFIO,1991-92,12,01/12/1991,CREMONESE,FIORENTINA,1.0,3.0
19919212INTMIL,1991-92,12,01/12/1991,INTER,MILAN,1.0,1.0
19919212JUVROM,1991-92,12,01/12/1991,JUVENTUS,ROMA,2.0,1.0
19919212LAZNAP,1991-92,12,01/12/1991,LAZIO,NAPOLI,3.0,3.0
19919212SAMTOR,1991-92,12,01/12/1991,SAMPDORIA,TORINO,0.0,0.0
19919212VERFOG,1991-92,12,01/12/1991,VERONA,FOGGIA,1.0,0.0
19919213ASCBAR,1991-92,13,08/12/1991,ASCOLI,BARI,2.0,2.0
19919213CRELAZ,1991-92,13,08/12/1991,CREMONESE,LAZIO,2.0,0.0
19919213FIOVER,1991-92,13,08/12/1991,FIORENTINA,VERONA,4.0,1.0
19919213FOGSAM,1991-92,13,08/12/1991,FOGGIA,SAMPDORIA,0.0,0.0
19919213GENPAR,1991-92,13,08/12/1991,GENOA,PARMA,2.0,0.0
19919213JUVINT,1991-92,13,08/12/1991,JUVENTUS,INTER,2.0,1.0
19919213MILTOR,1991-92,13,08/12/1991,MILAN,TORINO,2.0,0.0
19919213NAPCAG,1991-92,13,08/12/1991,NAPOLI,CAGLIARI,4.0,0.0
19919213ROMATA,1991-92,13,08/12/1991,ROMA,ATALANTA,1.0,1.0
19919214BARATA,1991-92,14,15/12/1991,BARI,ATALANTA,0.0,0.0
19919214CAGCRE,1991-92,14,15/12/1991,CAGLIARI,CREMONESE,0.0,0.0
19919214INTGEN,1991-92,14,15/12/1991,INTER,GENOA,2.0,2.0
19919214LAZMIL,1991-92,14,15/12/1991,LAZIO,MILAN,1.0,1.0
19919214NAPFOG,1991-92,14,15/12/1991,NAPOLI,FOGGIA,3.0,3.0
19919214PARROM,1991-92,14,15/12/1991,PARMA,ROMA,3.0,1.0
19919214SAMJUV,1991-92,14,15/12/1991,SAMPDORIA,JUVENTUS,1.0,0.0
19919214TORFIO,1991-92,14,15/12/1991,TORINO,FIORENTINA,2.0,0.0
19919214VERASC,1991-92,14,15/12/1991,VERONA,ASCOLI,1.0,0.0
19919215ASCROM,1991-92,15,05/01/1992,ASCOLI,ROMA,1.0,1.0
19919215ATAVER,1991-92,15,05/01/1992,ATALANTA,VERONA,0.0,0.0
19919215BARCAG,1991-92,15,05/01/1992,BARI,CAGLIARI,1.0,0.0
19919215CREINT,1991-92,15,05/01/1992,CREMONESE,INTER,0.0,1.0
19919215FIOSAM,1991-92,15,05/01/1992,FIORENTINA,SAMPDORIA,1.0,2.0
19919215GENTOR,1991-92,15,05/01/1992,GENOA,TORINO,1.0,1.0
19919215JUVPAR,1991-92,15,05/01/1992,JUVENTUS,PARMA,1.0,0.0
19919215LAZFOG,1991-92,15,05/01/1992,LAZIO,FOGGIA,5.0,2.0
19919215MILNAP,1991-92,15,05/01/1992,MILAN,NAPOLI,5.0,0.0
19919216CAGJUV,1991-92,16,12/01/1992,CAGLIARI,JUVENTUS,1.0,1.0
19919216FOGGEN,1991-92,16,12/01/1992,FOGGIA,GENOA,1.0,0.0
19919216INTBAR,1991-92,16,12/01/1992,INTER,BARI,1.0,0.0
19919216NAPFIO,1991-92,16,12/01/1992,NAPOLI,FIORENTINA,1.0,0.0
19919216PARASC,1991-92,16,12/01/1992,PARMA,ASCOLI,2.0,0.0
19919216ROMCRE,1991-92,16,12/01/1992,ROMA,CREMONESE,3.0,0.0
19919216SAMLAZ,1991-92,16,12/01/1992,SAMPDORIA,LAZIO,1.0,0.0
19919216TORATA,1991-92,16,12/01/1992,TORINO,ATALANTA,1.0,1.0
19919216VERMIL,1991-92,16,12/01/1992,VERONA,MILAN,0.0,1.0
19919217ASCTOR,1991-92,17,19/01/1992,ASCOLI,TORINO,0.0,4.0
19919217ATAINT,1991-92,17,19/01/1992,ATALANTA,INTER,1.0,0.0
19919217BARROM,1991-92,17,19/01/1992,BARI,ROMA,2.0,1.0
19919217CRESAM,1991-92,17,19/01/1992,CREMONESE,SAMPDORIA,0.0,1.0
19919217FIOPAR,1991-92,17,19/01/1992,FIORENTINA,PARMA,1.0,1.0
19919217GENNAP,1991-92,17,19/01/1992,GENOA,NAPOLI,3.0,4.0
19919217JUVVER,1991-92,17,19/01/1992,JUVENTUS,VERONA,2.0,0.0
19919217LAZCAG,1991-92,17,19/01/1992,LAZIO,CAGLIARI,2.0,1.0
19919217MILFOG,1991-92,17,19/01/1992,MILAN,FOGGIA,3.0,1.0
19919218ATANAP,1991-92,18,26/01/1992,ATALANTA,NAPOLI,1.0,1.0
19919218CREGEN,1991-92,18,26/01/1992,CREMONESE,GENOA,2.0,1.0
19919218FIOJUV,1991-92,18,26/01/1992,FIORENTINA,JUVENTUS,2.0,0.0
19919218FOGINT,1991-92,18,26/01/1992,FOGGIA,INTER,2.0,2.0
19919218MILASC,1991-92,18,26/01/1992,MILAN,ASCOLI,4.0,1.0
19919218PARLAZ,1991-92,18,26/01/1992,PARMA,LAZIO,1.0,0.0
19919218ROMVER,1991-92,18,26/01/1992,ROMA,VERONA,1.0,0.0
19919218SAMCAG,1991-92,18,26/01/1992,SAMPDORIA,CAGLIARI,1.0,1.0
19919218TORBAR,1991-92,18,26/01/1992,TORINO,BARI,1.0,0.0
19919219ASCATA,1991-92,19,02/02/1992,ASCOLI,ATALANTA,1.0,0.0
19919219BARPAR,1991-92,19,02/02/1992,BARI,PARMA,1.0,1.0
19919219CAGMIL,1991-92,19,02/02/1992,CAGLIARI,MILAN,1.0,4.0
19919219GENFIO,1991-92,19,02/02/1992,GENOA,FIORENTINA,3.0,2.0
19919219INTROM,1991-92,19,02/02/1992,INTER,ROMA,0.0,0.0
19919219JUVFOG,1991-92,19,02/02/1992,JUVENTUS,FOGGIA,4.0,1.0
19919219LAZTOR,1991-92,19,02/02/1992,LAZIO,TORINO,2.0,1.0
19919219NAPCRE,1991-92,19,02/02/1992,NAPOLI,CREMONESE,3.0,0.0
19919219VERSAM,1991-92,19,02/02/1992,VERONA,SAMPDORIA,0.0,0.0
19919220ASCGEN,1991-92,20,09/02/1992,ASCOLI,GENOA,0.0,2.0
19919220ATALAZ,1991-92,20,09/02/1992,ATALANTA,LAZIO,1.0,0.0
19919220FOGFIO,1991-92,20,09/02/1992,FOGGIA,FIORENTINA,3.0,3.0
19919220MILJUV,1991-92,20,09/02/1992,MILAN,JUVENTUS,1.0,1.0
19919220PARNAP,1991-92,20,09/02/1992,PARMA,NAPOLI,2.0,1.0
19919220ROMCAG,1991-92,20,09/02/1992,ROMA,CAGLIARI,0.0,0.0
19919220SAMBAR,1991-92,20,09/02/1992,SAMPDORIA,BARI,1.0,1.0
19919220TORCRE,1991-92,20,09/02/1992,TORINO,CREMONESE,2.0,0.0
19919220VERINT,1991-92,20,09/02/1992,VERONA,INTER,1.0,0.0
19919221BARVER,1991-92,21,16/02/1992,BARI,VERONA,2.0,1.0
19919221CAGFOG,1991-92,21,16/02/1992,CAGLIARI,FOGGIA,2.0,2.0
19919221CREPAR,1991-92,21,16/02/1992,CREMONESE,PARMA,0.0,1.0
19919221FIOMIL,1991-92,21,16/02/1992,FIORENTINA,MILAN,0.0,0.0
19919221GENROM,1991-92,21,16/02/1992,GENOA,ROMA,1.0,1.0
19919221INTSAM,1991-92,21,16/02/1992,INTER,SAMPDORIA,0.0,0.0
19919221JUVATA,1991-92,21,16/02/1992,JUVENTUS,ATALANTA,2.0,1.0
19919221LAZASC,1991-92,21,16/02/1992,LAZIO,ASCOLI,1.0,1.0
19919221NAPTOR,1991-92,21,16/02/1992,NAPOLI,TORINO,0.0,1.0
19919222ASCSAM,1991-92,22,23/02/1992,ASCOLI,SAMPDORIA,0.0,1.0
19919222ATACRE,1991-92,22,23/02/1992,ATALANTA,CREMONESE,1.0,1.0
19919222BARJUV,1991-92,22,23/02/1992,BARI,JUVENTUS,0.0,0.0
19919222GENMIL,1991-92,22,23/02/1992,GENOA,MILAN,0.0,0.0
19919222INTLAZ,1991-92,22,23/02/1992,INTER,LAZIO,1.0,0.0
19919222PARFOG,1991-92,22,23/02/1992,PARMA,FOGGIA,2.0,0.0
19919222ROMFIO,1991-92,22,23/02/1992,ROMA,FIORENTINA,1.0,3.0
19919222TORCAG,1991-92,22,23/02/1992,TORINO,CAGLIARI,1.0,0.0
19919222VERNAP,1991-92,22,23/02/1992,VERONA,NAPOLI,0.0,1.0
19919223CAGVER,1991-92,23,01/03/1992,CAGLIARI,VERONA,4.0,0.0
19919223CREBAR,1991-92,23,01/03/1992,CREMONESE,BARI,1.0,1.0
19919223FIOINT,1991-92,23,01/03/1992,FIORENTINA,INTER,1.0,1.0
19919223FOGTOR,1991-92,23,01/03/1992,FOGGIA,TORINO,1.0,1.0
19919223JUVGEN,1991-92,23,01/03/1992,JUVENTUS,GENOA,3.0,0.0
19919223LAZROM,1991-92,23,01/03/1992,LAZIO,ROMA,1.0,1.0
19919223MILATA,1991-92,23,01/03/1992,MILAN,ATALANTA,3.0,1.0
19919223NAPASC,1991-92,23,01/03/1992,NAPOLI,ASCOLI,5.0,1.0
19919223SAMPAR,1991-92,23,01/03/1992,SAMPDORIA,PARMA,2.0,0.0
19919224ASCFOG,1991-92,24,08/03/1992,ASCOLI,FOGGIA,2.0,1.0
19919224ATASAM,1991-92,24,08/03/1992,ATALANTA,SAMPDORIA,0.0,0.0
19919224BARFIO,1991-92,24,08/03/1992,BARI,FIORENTINA,1.0,0.0
19919224GENLAZ,1991-92,24,08/03/1992,GENOA,LAZIO,1.0,0.0
19919224INTCAG,1991-92,24,08/03/1992,INTER,CAGLIARI,0.0,0.0
19919224JUVNAP,1991-92,24,08/03/1992,JUVENTUS,NAPOLI,3.0,1.0
19919224PARMIL,1991-92,24,08/03/1992,PARMA,MILAN,1.0,3.0
19919224ROMTOR,1991-92,24,08/03/1992,ROMA,TORINO,1.0,0.0
19919224VERCRE,1991-92,24,08/03/1992,VERONA,CREMONESE,2.0,2.0
19919225CAGATA,1991-92,25,15/03/1992,CAGLIARI,ATALANTA,0.0,0.0
19919225CREJUV,1991-92,25,15/03/1992,CREMONESE,JUVENTUS,0.0,2.0
19919225FIOASC,1991-92,25,15/03/1992,FIORENTINA,ASCOLI,1.0,2.0
19919225FOGROM,1991-92,25,15/03/1992,FOGGIA,ROMA,1.0,2.0
19919225LAZVER,1991-92,25,15/03/1992,LAZIO,VERONA,2.0,0.0
19919225MILBAR,1991-92,25,15/03/1992,MILAN,BARI,2.0,0.0
19919225NAPINT,1991-92,25,15/03/1992,NAPOLI,INTER,1.0,1.0
19919225SAMGEN,1991-92,25,15/03/1992,SAMPDORIA,GENOA,2.0,2.0
19919225TORPAR,1991-92,25,15/03/1992,TORINO,PARMA,0.0,0.0
19919226ATAGEN,1991-92,26,29/03/1992,ATALANTA,GENOA,1.0,0.0
19919226BARFOG,1991-92,26,29/03/1992,BARI,FOGGIA,1.0,3.0
19919226CAGFIO,1991-92,26,29/03/1992,CAGLIARI,FIORENTINA,4.0,0.0
19919226CREASC,1991-92,26,29/03/1992,CREMONESE,ASCOLI,3.0,1.0
19919226INTTOR,1991-92,26,29/03/1992,INTER,TORINO,0.0,0.0
19919226JUVLAZ,1991-92,26,29/03/1992,JUVENTUS,LAZIO,1.0,1.0
